Sector,Count Type,Year,State,Value
RESIDENTIAL,Customers,2018,OR,0
RESIDENTIAL,Customers,2018,PA,1638102
RESIDENTIAL,Customers,2018,RI,50242
RESIDENTIAL,Customers,2018,VA,0
RESIDENTIAL,Customers,2018,WA,0
RESIDENTIAL,Customers,2018,US,11125388
RESIDENTIAL,Customers,2017,CA,883627
RESIDENTIAL,Customers,2017,CT,413205
RESIDENTIAL,Customers,2017,DC,39845
RESIDENTIAL,Customers,2017,DE,30100
RESIDENTIAL,Customers,2017,IL,1845482
RESIDENTIAL,Customers,2017,MA,945738
RESIDENTIAL,Customers,2017,MD,448841
RESIDENTIAL,Customers,2017,ME,103291
